City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
258,cockburn town,21.4612,-71.1419,77.04,73,100,21.25,TC,2023-02-01 01:19:00
259,saldanha,-33.0117,17.9442,64.27,92,0,15.99,ZA,2023-02-01 01:22:52
260,nikolskoye,59.7035,30.7861,31.91,90,96,9.08,RU,2023-02-01 01:22:52
261,bethel,41.3712,-73.414,30.94,60,0,5.75,US,2023-02-01 01:22:53
262,bereda,43.2686,-7.5406,30.15,100,32,4.0,ES,2023-02-01 01:22:53
263,ilulissat,69.2167,-51.1,-2.18,71,20,4.61,GL,2023-02-01 01:22:53
264,clyde river,70.4692,-68.5914,-27.17,68,0,6.91,CA,2023-02-01 01:22:54
265,saint-pierre,-21.3393,55.4781,74.88,83,100,8.05,RE,2023-02-01 01:22:54
266,taltal,-25.4,-70.4833,68.67,82,37,2.51,CL,2023-02-01 01:22:55
267,agua verde,22.9,-106.05,75.29,60,48,9.57,MX,2023-02-01 01:22:55
268,qurayyat,31.3318,37.3428,42.98,70,20,3.44,SA,2023-02-01 01:22:55
269,port lincoln,-34.7333,135.8667,62.69,73,100,16.4,AU,2023-02-01 01:22:56
270,codrington,-38.2667,141.9667,61.9,53,100,15.03,AU,2023-02-01 01:22:57
271,nuevo laredo,27.4763,-99.5164,41.27,100,100,11.5,MX,2023-02-01 01:22:57
272,chuy,-33.6971,-53.4616,71.06,90,6,6.96,UY,2023-02-01 01:22:57
273,kerema,-7.9631,145.7785,84.58,67,92,3.8,PG,2023-02-01 01:22:58
274,provideniya,64.3833,-173.3,23.36,93,100,4.47,RU,2023-02-01 01:22:58
275,namibe,-15.1961,12.1522,71.56,83,100,4.25,AO,2023-02-01 01:22:58
276,marienburg,54.0359,19.0266,37.89,97,100,17.85,PL,2023-02-01 01:22:59
277,chaparral,3.7232,-75.4832,70.02,81,38,5.03,CO,2023-02-01 01:22:59
278,rafai,4.95,23.9167,70.47,37,3,3.04,CF,2023-02-01 01:23:00
279,geraldton,-28.7667,114.6,86.41,35,0,14.97,AU,2023-02-01 01:23:00
280,dunedin,-45.8742,170.5036,64.8,99,100,3.0,NZ,2023-02-01 01:23:01
281,alice springs,-23.7,133.8833,76.55,73,100,11.5,AU,2023-02-01 01:23:01
282,damavand,35.7178,52.065,27.9,97,100,2.37,IR,2023-02-01 01:19:19
283,kualakapuas,-3.0091,114.3876,77.41,88,100,2.71,ID,2023-02-01 01:23:02
284,chudovo,59.1167,31.6833,28.89,95,98,9.08,RU,2023-02-01 01:23:02
285,mocajuba,-2.5842,-49.5072,74.5,93,100,1.97,BR,2023-02-01 01:23:02
286,mangai,-4.05,19.5333,67.87,81,33,0.47,CD,2023-02-01 01:23:03
287,porto belo,-27.1578,-48.5531,79.16,84,100,8.12,BR,2023-02-01 01:18:03
288,santa rosalia,27.3167,-112.2833,58.78,60,81,3.87,MX,2023-02-01 01:23:04
289,gostyn,51.8825,17.0123,39.06,75,87,23.85,PL,2023-02-01 01:23:04
290,hambantota,6.1241,81.1185,75.15,87,97,2.1,LK,2023-02-01 01:23:05
291,xucheng,20.35,110.1288,66.4,86,15,7.74,CN,2023-02-01 01:23:05
292,ust-kan,50.9276,84.761,9.21,80,100,3.27,RU,2023-02-01 01:23:05
293,keti bandar,24.1447,67.4497,60.62,38,4,13.56,PK,2023-02-01 01:23:06
294,aberystwyth,52.4155,-4.0829,45.72,83,96,20.85,GB,2023-02-01 01:23:06
295,natal,-5.795,-35.2094,79.45,78,20,10.36,BR,2023-02-01 01:23:07
296,hukuntsi,-24.0,21.75,67.95,81,100,4.21,BW,2023-02-01 01:23:07
297,sao joao da barra,-21.6403,-41.0511,77.05,85,38,20.71,BR,2023-02-01 01:23:07
298,kavaratti,10.5669,72.642,79.5,74,100,14.52,IN,2023-02-01 01:23:08
299,naze,28.3667,129.4833,65.32,64,55,10.83,JP,2023-02-01 01:23:08
300,cayenne,4.9333,-52.3333,75.24,94,40,2.3,GF,2023-02-01 01:23:09
